account_id,customer_id,account_number,account_type,balance,currency,status,created_at
50,406996054075,SALARY,9554.16,USD,ACTIVE,2023-01-03 03:53:46
51,526237094262,SAVINGS,327214.12,USD,ACTIVE,2022-07-11 14:45:20
51,350014475805,SAVINGS,115653.48,USD,ACTIVE,2025-03-06 17:18:44
52,962561802188,SAVINGS,150339.17,INR,ACTIVE,2024-03-07 19:40:52
53,719759048379,NRE,484491.34,INR,ACTIVE,2024-07-11 17:51:44
54,531537220237,CURRENT,370087.99,INR,ACTIVE,2022-01-11 11:13:25
55,710455105578,SAVINGS,146631.83,INR,ACTIVE,2025-02-19 08:50:16
56,131340444022,NRE,297309.39,INR,ACTIVE,2023-09-16 00:14:47
57,368338891392,SALARY,89641.0,INR,ACTIVE,2025-07-20 17:52:37
57,973273919170,NRE,471544.48,INR,ACTIVE,2022-05-22 14:53:47
58,132143455598,NRE,272278.96,INR,ACTIVE,2025-01-04 21:37:13
58,607636096379,NRE,53866.33,INR,ACTIVE,2024-11-28 20:18:57
59,543755301491,CURRENT,174816.0,INR,ACTIVE,2024-12-03 17:34:58
60,074007031897,CURRENT,276403.23,INR,ACTIVE,2024-08-04 08:26:29
